GEO.id,GEO.id2,GEO.display-label,GC.target-geo-id,GC.target-geo-id2,GC.display-label,GC.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014,respop72015,respop72016,respop72017
0100000US,,United States,330M300US150,150,"United States - Bowling Green-Glasgow, KY CSA","Bowling Green-Glasgow, KY CSA",210871,210871,211563,213289,214870,217114,219231,222565,225638,228743
0100000US,,United States,330M300US154,154,"United States - Brownsville-Harlingen-Raymondville, TX CSA","Brownsville-Harlingen-Raymondville, TX CSA",428354,428356,429815,435083,437568,439122,440781,441461,443526,445309
0100000US,,United States,330M300US160,160,"United States - Buffalo-Cheektowaga, NY CSA","Buffalo-Cheektowaga, NY CSA",1215826,1215960,1215942,1215888,1215092,1216026,1216650,1214668,1212675,1214204
0100000US,,United States,330M300US162,162,"United States - Cape Coral-Fort Myers-Naples, FL CSA","Cape Coral-Fort Myers-Naples, FL CSA",940274,940274,943068,958744,977136,999914,1026457,1057615,1088601,1112104
0100000US,,United States,330M300US164,164,"United States - Cape Girardeau-Sikeston, MO-IL CSA","Cape Girardeau-Sikeston, MO-IL CSA",135466,135462,135693,136064,136337,136377,136248,136213,135808,135323
0100000US,,United States,330M300US168,168,"United States - Cedar Rapids-Iowa City, IA CSA","Cedar Rapids-Iowa City, IA CSA",410526,410527,411378,416289,420426,424043,428080,432639,436667,441784
0100000US,,United States,330M300US170,170,"United States - Charleston-Huntington-Ashland, WV-OH-KY CSA","Charleston-Huntington-Ashland, WV-OH-KY CSA",708228,708231,708154,706422,705397,702555,698154,692417,686476,679734
0100000US,,United States,330M300US172,172,"United States - Charlotte-Concord, NC-SC CSA","Charlotte-Concord, NC-SC CSA",2375675,2375608,2381690,2414148,2451615,2491577,2533819,2581668,2633501,2684121
0100000US,,United States,330M300US174,174,"United States - Chattanooga-Cleveland-Dalton, TN-GA-AL CSA","Chattanooga-Cleveland-Dalton, TN-GA-AL CSA",923460,923443,924633,930174,936057,940368,943889,948286,954308,960782
0100000US,,United States,330M300US176,176,"United States - Chicago-Naperville, IL-IN-WI CSA","Chicago-Naperville, IL-IN-WI CSA",9840929,9841356,9850971,9876059,9903160,9924405,9935333,9929356,9916244,9901711
0100000US,,United States,330M300US178,178,"United States - Cincinnati-Wilmington-Maysville, OH-KY-IN CSA","Cincinnati-Wilmington-Maysville, OH-KY-IN CSA",2174110,2174213,2177147,2181987,2187376,2195443,2205487,2214532,2225068,2238265
0100000US,,United States,330M300US184,184,"United States - Cleveland-Akron-Canton, OH CSA","Cleveland-Akron-Canton, OH CSA",3515646,3515663,3513291,3505041,3498384,3499285,3500177,3493463,3487775,3485691
0100000US,,United States,330M300US185,185,"United States - Cleveland-Indianola, MS CSA","Cleveland-Indianola, MS CSA",63595,63533,63082,62309,62392,61880,61201,60153,59023,57926
0100000US,,United States,330M300US188,188,"United States - Clovis-Portales, NM CSA","Clovis-Portales, NM CSA",68222,68216,68986,70125,70952,70463,70476,69132,69250,68659
0100000US,,United States,330M300US190,190,"United States - Columbia-Moberly-Mexico, MO CSA","Columbia-Moberly-Mexico, MO CSA",213585,213586,214073,216821,219526,221425,223650,225366,227400,228857
0100000US,,United States,330M300US192,192,"United States - Columbia-Orangeburg-Newberry, SC CSA","Columbia-Orangeburg-Newberry, SC CSA",897607,897479,899606,905648,912453,919297,926829,936103,943821,950997
0100000US,,United States,330M300US194,194,"United States - Columbus-Auburn-Opelika, GA-AL CSA","Columbus-Auburn-Opelika, GA-AL CSA",469327,469997,471435,480601,492482,501351,501197,501253,499412,499128
0100000US,,United States,330M300US198,198,"United States - Columbus-Marion-Zanesville, OH CSA","Columbus-Marion-Zanesville, OH CSA",2308509,2308553,2313098,2332175,2350828,2374482,2401898,2425908,2449015,2481585
0100000US,,United States,330M300US200,200,"United States - Columbus-West Point, MS CSA","Columbus-West Point, MS CSA",80413,80413,80342,80071,79978,80136,79914,79563,79300,78826
0100000US,,United States,330M300US204,204,"United States - Corpus Christi-Kingsville-Alice, TX CSA","Corpus Christi-Kingsville-Alice, TX CSA",501500,501500,501209,504576,510739,516927,521424,525655,526956,526384
0100000US,,United States,330M300US206,206,"United States - Dallas-Fort Worth, TX-OK CSA","Dallas-Fort Worth, TX-OK CSA",6851398,6851525,6877607,6998442,7133700,7245440,7381898,7535622,7692965,7846293
0100000US,,United States,330M300US209,209,"United States - Davenport-Moline, IA-IL CSA","Davenport-Moline, IA-IL CSA",471551,471554,471574,472366,473829,474792,474632,473874,472811,472153
0100000US,,United States,330M300US212,212,"United States - Dayton-Springfield-Sidney, OH CSA","Dayton-Springfield-Sidney, OH CSA",1080044,1080078,1080253,1080115,1079675,1078039,1076665,1074781,1074606,1077108
0100000US,,United States,330M300US216,216,"United States - Denver-Aurora, CO CSA","Denver-Aurora, CO CSA",3090874,3091003,3104511,3158675,3214933,3275861,3337916,3409561,3467264,3515374
0100000US,,United States,330M300US217,217,"United States - DeRidder-Fort Polk South, LA CSA","DeRidder-Fort Polk South, LA CSA",87988,87988,88555,88333,90466,89110,89113,88023,88619,87654
0100000US,,United States,330M300US218,218,"United States - Des Moines-Ames-West Des Moines, IA CSA","Des Moines-Ames-West Des Moines, IA CSA",722323,722323,724677,734657,744149,756829,770439,782082,794636,806863
0100000US,,United States,330M300US220,220,"United States - Detroit-Warren-Ann Arbor, MI CSA","Detroit-Warren-Ann Arbor, MI CSA",5318744,5319084,5313295,5310397,5314748,5317567,5323162,5322049,5326961,5336286
0100000US,,United States,330M300US221,221,"United States - Dixon-Sterling, IL CSA","Dixon-Sterling, IL CSA",94529,94529,94457,93866,92966,92581,91933,91489,90940,90524
0100000US,,United States,330M300US222,222,"United States - Dothan-Enterprise-Ozark, AL CSA","Dothan-Enterprise-Ozark, AL CSA",245838,245838,246465,247145,248847,247845,247887,248308,248226,249014
0100000US,,United States,330M300US232,232,"United States - Eau Claire-Menomonie, WI CSA","Eau Claire-Menomonie, WI CSA",205008,205247,205535,206659,207675,208808,209027,209674,210779,212177
0100000US,,United States,330M300US233,233,"United States - Edwards-Glenwood Springs, CO CSA","Edwards-Glenwood Springs, CO CSA",125734,125734,125356,125002,126142,126998,127927,129217,131164,131780
0100000US,,United States,330M300US236,236,"United States - Elmira-Corning, NY CSA","Elmira-Corning, NY CSA",187820,187827,187996,188139,188145,187255,185622,184525,182870,181838
0100000US,,United States,330M300US238,238,"United States - El Paso-Las Cruces, TX-NM CSA","El Paso-Las Cruces, TX-NM CSA",1013356,1013345,1017097,1035607,1048528,1046947,1049953,1049491,1055094,1060397
0100000US,,United States,330M300US240,240,"United States - Erie-Meadville, PA CSA","Erie-Meadville, PA CSA",369331,369325,369406,369476,369257,368226,366644,364812,362826,360700
0100000US,,United States,330M300US244,244,"United States - Fargo-Wahpeton, ND-MN CSA","Fargo-Wahpeton, ND-MN CSA",231674,231674,232265,235540,239786,246263,250828,255668,260166,264031
0100000US,,United States,330M300US246,246,"United States - Fayetteville-Lumberton-Laurinburg, NC CSA","Fayetteville-Lumberton-Laurinburg, NC CSA",536708,536712,545273,551863,552515,555588,555053,554435,555410,554361
0100000US,,United States,330M300US248,248,"United States - Findlay-Tiffin, OH CSA","Findlay-Tiffin, OH CSA",131527,131531,131303,131408,131527,131329,130950,131062,130947,130997
0100000US,,United States,330M300US258,258,"United States - Fort Wayne-Huntington-Auburn, IN CSA","Fort Wayne-Huntington-Auburn, IN CSA",611712,611707,612391,615258,616728,619562,621992,624890,627346,631217
0100000US,,United States,330M300US260,260,"United States - Fresno-Madera, CA CSA","Fresno-Madera, CA CSA",1081315,1081338,1083255,1092236,1098751,1105606,1117273,1126756,1134500,1146145
0100000US,,United States,330M300US264,264,"United States - Gainesville-Lake City, FL CSA","Gainesville-Lake City, FL CSA",331806,331806,332163,334134,336429,337037,340596,344944,350825,354299
0100000US,,United States,330M300US266,266,"United States - Grand Rapids-Wyoming-Muskegon, MI CSA","Grand Rapids-Wyoming-Muskegon, MI CSA",1379237,1379241,1379531,1385489,1396478,1410475,1422600,1432560,1444237,1456935
0100000US,,United States,330M300US267,267,"United States - Green Bay-Shawano, WI CSA","Green Bay-Shawano, WI CSA",352422,352428,352955,354683,356544,357776,359889,361250,362919,365600
0100000US,,United States,330M300US268,268,"United States - Greensboro--Winston-Salem--High Point, NC CSA","Greensboro--Winston-Salem--High Point, NC CSA",1589200,1589350,1591761,1601488,1609947,1618673,1629218,1638659,1649646,1663532
0100000US,,United States,330M300US273,273,"United States - Greenville-Spartanburg-Anderson, SC CSA","Greenville-Spartanburg-Anderson, SC CSA",1362073,1362197,1364360,1373351,1383254,1393243,1407690,1424076,1441284,1459766
0100000US,,United States,330M300US274,274,"United States - Greenville-Washington, NC CSA","Greenville-Washington, NC CSA",215907,215929,216642,218469,220459,221825,222429,223626,224988,226130
0100000US,,United States,330M300US276,276,"United States - Harrisburg-York-Lebanon, PA CSA","Harrisburg-York-Lebanon, PA CSA",1219422,1219465,1220626,1224721,1229264,1234028,1239695,1246300,1252058,1260071
0100000US,,United States,330M300US277,277,"United States - Harrisonburg-Staunton-Waynesboro, VA CSA","Harrisonburg-Staunton-Waynesboro, VA CSA",243730,243719,243734,245622,246933,248189,249986,251314,254074,256441
0100000US,,United States,330M300US278,278,"United States - Hartford-West Hartford, CT CSA","Hartford-West Hartford, CT CSA",1486436,1486457,1488379,1490332,1490344,1490354,1487139,1483307,1479382,1479292
0100000US,,United States,330M300US280,280,"United States - Hickory-Lenoir, NC CSA","Hickory-Lenoir, NC CSA",410493,410831,410700,409595,408625,408482,407805,408093,409495,411693
0100000US,,United States,330M300US284,284,"United States - Hot Springs-Malvern, AR CSA","Hot Springs-Malvern, AR CSA",128947,129020,129304,129963,130461,131133,131116,131212,131677,132232
0100000US,,United States,330M300US288,288,"United States - Houston-The Woodlands, TX CSA","Houston-The Woodlands, TX CSA",6114562,6114704,6142080,6252940,6378210,6525212,6693117,6862422,6997796,7093190
0100000US,,United States,330M300US290,290,"United States - Huntsville-Decatur-Albertville, AL CSA","Huntsville-Decatur-Albertville, AL CSA",735550,735552,737526,744346,748917,753585,758334,762484,767542,774480
0100000US,,United States,330M300US292,292,"United States - Idaho Falls-Rexburg-Blackfoot, ID CSA","Idaho Falls-Rexburg-Blackfoot, ID CSA",229650,229727,230401,231795,232274,232618,233721,235159,239329,243805
0100000US,,United States,330M300US294,294,"United States - Indianapolis-Carmel-Muncie, IN CSA","Indianapolis-Carmel-Muncie, IN CSA",2266569,2266768,2271407,2290371,2309296,2334425,2352757,2369035,2387851,2411086
0100000US,,United States,330M300US296,296,"United States - Ithaca-Cortland, NY CSA","Ithaca-Cortland, NY CSA",150900,150879,151041,151360,152091,153055,153028,152577,152495,152588
0100000US,,United States,330M300US297,297,"United States - Jackson-Brownsville, TN CSA","Jackson-Brownsville, TN CSA",148798,148825,148843,148249,148401,148582,147974,147157,146886,146808
0100000US,,United States,330M300US298,298,"United States - Jackson-Vicksburg-Brookhaven, MS CSA","Jackson-Vicksburg-Brookhaven, MS CSA",660368,660885,662163,666960,668842,669379,670392,669935,670132,668780
0100000US,,United States,330M300US300,300,"United States - Jacksonville-St. Marys-Palatka, FL-GA CSA","Jacksonville-St. Marys-Palatka, FL-GA CSA",1470473,1470477,1473774,1485905,1502324,1517985,1541649,1570405,1601323,1631488
0100000US,,United States,330M300US304,304,"United States - Johnson City-Kingsport-Bristol, TN-VA CSA","Johnson City-Kingsport-Bristol, TN-VA CSA",508260,508267,508504,508492,508811,508106,507114,506399,507236,508712
0100000US,,United States,330M300US306,306,"United States - Johnstown-Somerset, PA CSA","Johnstown-Somerset, PA CSA",221421,221420,221233,219865,218569,215428,213678,211407,209383,207555
0100000US,,United States,330M300US308,308,"United States - Jonesboro-Paragould, AR CSA","Jonesboro-Paragould, AR CSA",163116,163116,163455,165501,167344,168830,170442,172608,174504,176322
0100000US,,United States,330M300US309,309,"United States - Joplin-Miami, MO-OK CSA","Joplin-Miami, MO-OK CSA",207366,207364,207689,208477,206490,207247,207770,208538,209040,209819
0100000US,,United States,330M300US310,310,"United States - Kalamazoo-Battle Creek-Portage, MI CSA","Kalamazoo-Battle Creek-Portage, MI CSA",524030,524033,524087,524438,525851,527685,529340,529477,531267,533413
0100000US,,United States,330M300US312,312,"United States - Kansas City-Overland Park-Kansas City, MO-KS CSA","Kansas City-Overland Park-Kansas City, MO-KS CSA",2343008,2343008,2347473,2360911,2376517,2392977,2409480,2425469,2448372,2472602
0100000US,,United States,330M300US314,314,"United States - Knoxville-Morristown-Sevierville, TN CSA","Knoxville-Morristown-Sevierville, TN CSA",1077073,1077235,1078556,1084201,1089869,1095102,1100802,1107339,1116513,1128379
0100000US,,United States,330M300US316,316,"United States - Kokomo-Peru, IN CSA","Kokomo-Peru, IN CSA",119655,119660,119562,119424,119343,118878,118641,118326,118406,118208
0100000US,,United States,330M300US318,318,"United States - Lafayette-Opelousas-Morgan City, LA CSA","Lafayette-Opelousas-Morgan City, LA CSA",604784,604781,605709,608258,611302,616769,622042,626586,627523,626028
0100000US,,United States,330M300US320,320,"United States - Lafayette-West Lafayette-Frankfort, IN CSA","Lafayette-West Lafayette-Frankfort, IN CSA",235013,235021,235330,237507,240274,243015,244874,247068,249563,251556
0100000US,,United States,330M300US324,324,"United States - Lake Charles-Jennings, LA CSA","Lake Charles-Jennings, LA CSA",231201,231223,231577,232065,232574,233508,234806,236785,238888,240834
0100000US,,United States,330M300US330,330,"United States - Lansing-East Lansing-Owosso, MI CSA","Lansing-East Lansing-Owosso, MI CSA",534684,534680,534800,535949,535959,536696,538355,539534,542851,546102
0100000US,,United States,330M300US332,332,"United States - Las Vegas-Henderson, NV-AZ CSA","Las Vegas-Henderson, NV-AZ CSA",2195401,2195399,2197068,2213256,2243184,2272006,2311215,2357906,2405508,2455481
0100000US,,United States,330M300US336,336,"United States - Lexington-Fayette--Richmond--Frankfort, KY CSA","Lexington-Fayette--Richmond--Frankfort, KY CSA",687173,687176,689075,696145,703002,708741,715274,723620,731931,740364
0100000US,,United States,330M300US338,338,"United States - Lima-Van Wert-Celina, OH CSA","Lima-Van Wert-Celina, OH CSA",221838,221832,221745,221057,220344,219777,219625,218837,218299,218066
0100000US,,United States,330M300US339,339,"United States - Lincoln-Beatrice, NE CSA","Lincoln-Beatrice, NE CSA",324468,324468,325249,328652,332217,336248,341391,345171,349242,353120
0100000US,,United States,330M300US340,340,"United States - Little Rock-North Little Rock, AR CSA","Little Rock-North Little Rock, AR CSA",877091,877140,879674,887199,892809,896663,900581,902925,904711,908323
0100000US,,United States,330M300US346,346,"United States - Longview-Marshall, TX CSA","Longview-Marshall, TX CSA",280000,280013,280483,282340,282935,282519,283071,283922,284044,284142
0100000US,,United States,330M300US348,348,"United States - Los Angeles-Long Beach, CA CSA","Los Angeles-Long Beach, CA CSA",17877006,17877317,17910139,18068724,18218086,18350566,18479970,18605623,18703010,18788800
0100000US,,United States,330M300US350,350,"United States - Louisville/Jefferson County--Elizabethtown--Madison, KY-IN CSA","Louisville/Jefferson County--Elizabethtown--Madison, KY-IN CSA",1459911,1459898,1463445,1472152,1480714,1492372,1499864,1503503,1511549,1522112
0100000US,,United States,330M300US352,352,"United States - Lubbock-Levelland, TX CSA","Lubbock-Levelland, TX CSA",313740,313797,315077,318242,320965,324658,329694,333440,337116,340071
0100000US,,United States,330M300US356,356,"United States - Macon-Bibb County--Warner Robins, GA CSA","Macon-Bibb County--Warner Robins, GA CSA",411898,411891,412695,416230,418266,417684,418080,417963,419231,420693
0100000US,,United States,330M300US357,357,"United States - Madison-Janesville-Beloit, WI CSA","Madison-Janesville-Beloit, WI CSA",827742,827735,828913,835394,842416,849751,856899,863565,872457,880520
0100000US,,United States,330M300US358,358,"United States - Manhattan-Junction City, KS CSA","Manhattan-Junction City, KS CSA",127081,127099,128540,130653,137626,136160,135498,136462,133349,131935
0100000US,,United States,330M300US359,359,"United States - Mankato-New Ulm-North Mankato, MN CSA","Mankato-New Ulm-North Mankato, MN CSA",122633,122633,122683,122959,123394,122993,123858,124287,125162,126133
0100000US,,United States,330M300US360,360,"United States - Mansfield-Ashland-Bucyrus, OH CSA","Mansfield-Ashland-Bucyrus, OH CSA",221398,221400,221242,219685,218636,218130,217458,217142,216621,215963
0100000US,,United States,330M300US362,362,"United States - Martin-Union City, TN-KY CSA","Martin-Union City, TN-KY CSA",73641,73635,73669,73268,72417,71542,71069,70674,70274,69914
0100000US,,United States,330M300US365,365,"United States - McAllen-Edinburg, TX CSA","McAllen-Edinburg, TX CSA",835737,835738,840160,856221,868548,879816,892124,903625,914118,925115
0100000US,,United States,330M300US366,366,"United States - Medford-Grants Pass, OR CSA","Medford-Grants Pass, OR CSA",285919,285919,286200,287273,288500,290263,292490,296290,300044,303831
0100000US,,United States,330M300US368,368,"United States - Memphis-Forrest City, TN-MS-AR CSA","Memphis-Forrest City, TN-MS-AR CSA",1353087,1353081,1354475,1360318,1368144,1368466,1369500,1370075,1371497,1374190
0100000US,,United States,330M300US370,370,"United States - Miami-Fort Lauderdale-Port St. Lucie, FL CSA","Miami-Fort Lauderdale-Port St. Lucie, FL CSA",6166766,6168430,6187386,6303591,6393310,6481330,6571630,6667130,6764075,6828241
0100000US,,United States,330M300US372,372,"United States - Midland-Odessa, TX CSA","Midland-Odessa, TX CSA",278801,278807,278867,284672,296706,307244,316602,327523,326741,327762
0100000US,,United States,330M300US376,376,"United States - Milwaukee-Racine-Waukesha, WI CSA","Milwaukee-Racine-Waukesha, WI CSA",2025989,2026061,2026737,2031533,2037918,2041963,2045700,2046121,2045901,2048007
0100000US,,United States,330M300US378,378,"United States - Minneapolis-St. Paul, MN-WI CSA","Minneapolis-St. Paul, MN-WI CSA",3684928,3684926,3691451,3725607,3759273,3796534,3832863,3863249,3900891,3946533
0100000US,,United States,330M300US380,380,"United States - Mobile-Daphne-Fairhope, AL CSA","Mobile-Daphne-Fairhope, AL CSA",595257,595408,596430,599766,603785,608665,613378,617451,622361,626583
0100000US,,United States,330M300US382,382,"United States - Modesto-Merced, CA CSA","Modesto-Merced, CA CSA",770246,770249,772014,777641,782756,787337,794825,802406,810231,820572
0100000US,,United States,330M300US384,384,"United States - Monroe-Ruston-Bastrop, LA CSA","Monroe-Ruston-Bastrop, LA CSA",251155,251219,251536,251877,252236,252758,252933,253353,253107,251830
0100000US,,United States,330M300US390,390,"United States - Morgantown-Fairmont, WV CSA","Morgantown-Fairmont, WV CSA",186127,186127,186874,188978,191105,192217,193593,194435,194959,195046
0100000US,,United States,330M300US393,393,"United States - Moses Lake-Othello, WA CSA","Moses Lake-Othello, WA CSA",107848,107848,108360,109541,110420,110963,112035,112581,113166,114664
0100000US,,United States,330M300US394,394,"United States - Mount Pleasant-Alma, MI CSA","Mount Pleasant-Alma, MI CSA",112787,112787,112715,112658,112526,111994,111371,111945,112065,112081
0100000US,,United States,330M300US396,396,"United States - Myrtle Beach-Conway, SC-NC CSA","Myrtle Beach-Conway, SC-NC CSA",436880,436880,438682,445959,453751,464397,477038,492812,509167,525772
0100000US,,United States,330M300US400,400,"United States - Nashville-Davidson--Murfreesboro, TN CSA","Nashville-Davidson--Murfreesboro, TN CSA",1788434,1788396,1793491,1815964,1844948,1876466,1912475,1950397,1991227,2027489
0100000US,,United States,330M300US404,404,"United States - New Bern-Morehead City, NC CSA","New Bern-Morehead City, NC CSA",193271,193275,194121,195611,196206,195592,195496,194293,194136,193745
0100000US,,United States,330M300US406,406,"United States - New Orleans-Metairie-Hammond, LA-MS CSA","New Orleans-Metairie-Hammond, LA-MS CSA",1413965,1413878,1419759,1438996,1453244,1467912,1480063,1493591,1503314,1510162
0100000US,,United States,330M300US408,408,"United States - New York-Newark, NY-NJ-CT-PA CSA","New York-Newark, NY-NJ-CT-PA CSA",23076664,23076853,23118307,23292725,23434849,23565018,23672464,23761655,23822395,23876155
0100000US,,United States,330M300US412,412,"United States - North Port-Sarasota, FL CSA","North Port-Sarasota, FL CSA",897121,897143,898188,904481,918444,932056,951787,976506,1002524,1023585
0100000US,,United States,330M300US416,416,"United States - Oklahoma City-Shawnee, OK CSA","Oklahoma City-Shawnee, OK CSA",1322429,1322433,1327379,1346155,1367534,1390353,1407254,1427578,1444445,1455963
0100000US,,United States,330M300US420,420,"United States - Omaha-Council Bluffs-Fremont, NE-IA CSA","Omaha-Council Bluffs-Fremont, NE-IA CSA",902041,902041,904721,913596,922092,931590,940832,950810,960570,970023
0100000US,,United States,330M300US422,422,"United States - Orlando-Deltona-Daytona Beach, FL CSA","Orlando-Deltona-Daytona Beach, FL CSA",2818120,2818113,2824111,2866364,2924358,2979798,3049657,3130489,3212297,3284198
0100000US,,United States,330M300US423,423,"United States - Oskaloosa-Pella, IA CSA","Oskaloosa-Pella, IA CSA",55690,55690,55631,55752,55659,55415,55612,55417,55355,55340
0100000US,,United States,330M300US424,424,"United States - Paducah-Mayfield, KY-IL CSA","Paducah-Mayfield, KY-IL CSA",135883,135881,135927,136447,135933,135137,135147,134218,134231,134158
0100000US,,United States,330M300US425,425,"United States - Parkersburg-Marietta-Vienna, WV-OH CSA","Parkersburg-Marietta-Vienna, WV-OH CSA",154451,154452,154408,154208,153791,153675,153360,153061,152023,151316
0100000US,,United States,330M300US426,426,"United States - Pensacola-Ferry Pass, FL-AL CSA","Pensacola-Ferry Pass, FL-AL CSA",487310,487311,489293,493295,499700,504961,508611,513561,519250,525231
0100000US,,United States,330M300US427,427,"United States - Peoria-Canton, IL CSA","Peoria-Canton, IL CSA",416255,416255,416056,416571,416723,417882,415404,413021,411117,407537
0100000US,,United States,330M300US428,428,"United States - Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA","Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA",7067807,7068013,7074853,7103188,7131172,7146719,7165797,7177952,7186302,7206807
0100000US,,United States,330M300US430,430,"United States - Pittsburgh-New Castle-Weirton, PA-OH-WV CSA","Pittsburgh-New Castle-Weirton, PA-OH-WV CSA",2660727,2660779,2661153,2662135,2661020,2659619,2654449,2644944,2633665,2623639
0100000US,,United States,330M300US438,438,"United States - Portland-Lewiston-South Portland, ME CSA","Portland-Lewiston-South Portland, ME CSA",621800,621804,621569,623324,625367,627270,630339,632596,635530,639734
0100000US,,United States,330M300US440,440,"United States - Portland-Vancouver-Salem, OR-WA CSA","Portland-Vancouver-Salem, OR-WA CSA",2921408,2921427,2928121,2958720,2987218,3013055,3052326,3101843,3157062,3201058
0100000US,,United States,330M300US444,444,"United States - Pueblo-Cañon City, CO CSA","Pueblo-Cañon City, CO CSA",205887,205887,206293,207486,207710,207330,207494,209247,211740,214034
0100000US,,United States,330M300US446,446,"United States - Pullman-Moscow, WA-ID CSA","Pullman-Moscow, WA-ID CSA",82020,82017,82013,82783,84618,84924,85256,86575,87320,88379
0100000US,,United States,330M300US448,448,"United States - Quincy-Hannibal, IL-MO CSA","Quincy-Hannibal, IL-MO CSA",116262,116260,116345,116463,116214,116029,116140,115998,115651,115059
0100000US,,United States,330M300US450,450,"United States - Raleigh-Durham-Chapel Hill, NC CSA","Raleigh-Durham-Chapel Hill, NC CSA",1912729,1912608,1922538,1959473,1997896,2034702,2073279,2113587,2157711,2199459
0100000US,,United States,330M300US452,452,"United States - Rapid City-Spearfish, SD CSA","Rapid City-Spearfish, SD CSA",158695,158706,159209,160558,162728,165704,167446,168153,170062,172279
0100000US,,United States,330M300US454,454,"United States - Redding-Red Bluff, CA CSA","Redding-Red Bluff, CA CSA",240686,240663,240847,240942,241158,241361,241803,241600,242218,243847
0100000US,,United States,330M300US456,456,"United States - Reno-Carson City-Fernley, NV CSA","Reno-Carson City-Fernley, NV CSA",579668,579688,580057,581622,584508,588049,594780,601886,611502,621769
0100000US,,United States,330M300US458,458,"United States - Richmond-Connersville, IN CSA","Richmond-Connersville, IN CSA",93194,93305,93221,92781,92170,91611,90796,90340,89848,89394
0100000US,,United States,330M300US462,462,"United States - Rochester-Austin, MN CSA","Rochester-Austin, MN CSA",246040,246040,246405,247820,248983,250918,252025,253134,255425,257846
0100000US,,United States,330M300US464,464,"United States - Rochester-Batavia-Seneca Falls, NY CSA","Rochester-Batavia-Seneca Falls, NY CSA",1175001,1174879,1175488,1177496,1177845,1178196,1176482,1173787,1171296,1170402
0100000US,,United States,330M300US466,466,"United States - Rockford-Freeport-Rochelle, IL CSA","Rockford-Freeport-Rochelle, IL CSA",450639,450639,450222,448082,445477,443637,440643,437993,436358,434408
