GEO.id,GEO.id2,GEO.display-label,GC.target-geo-id,GC.target-geo-id2,GC.display-label,GC.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014,respop72015,respop72016,respop72017
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geography,Geography,"April 1, 2010 - Census","April 1, 2010 - Estimates Base",Population Estimate (as of July 1) - 2010,Population Estimate (as of July 1) - 2011,Population Estimate (as of July 1) - 2012,Population Estimate (as of July 1) - 2013,Population Estimate (as of July 1) - 2014,Population Estimate (as of July 1) - 2015,Population Estimate (as of July 1) - 2016,Population Estimate (as of July 1) - 2017
0100000US,,United States,310M300US31140,31140,"United States - Louisville/Jefferson County, KY-IN Metro Area","Louisville/Jefferson County, KY-IN Metro Area",1235708,1235706,1237565,1244490,1252357,1263269,1270951,1277992,1284848,1293953
0100000US,,United States,310M300US31180,31180,"United States - Lubbock, TX Metro Area","Lubbock, TX Metro Area",290805,290870,292226,295315,297902,301258,306233,310125,314013,316983
0100000US,,United States,310M300US31340,31340,"United States - Lynchburg, VA Metro Area","Lynchburg, VA Metro Area",252634,252660,253000,254183,255555,256752,257802,259072,260092,261254
0100000US,,United States,310M300US31420,31420,"United States - Macon-Bibb County, GA Metro Area","Macon-Bibb County, GA Metro Area",232293,232286,232223,232728,232823,231290,230547,229919,229163,228914
0100000US,,United States,310M300US31460,31460,"United States - Madera, CA Metro Area","Madera, CA Metro Area",150865,150843,151037,151876,151900,151819,154103,154423,154966,156890
0100000US,,United States,310M300US31540,31540,"United States - Madison, WI Metro Area","Madison, WI Metro Area",605435,605428,606578,613240,619909,626560,632924,639214,647432,654230
0100000US,,United States,310M300US31700,31700,"United States - Manchester-Nashua, NH Metro Area","Manchester-Nashua, NH Metro Area",400721,400717,401038,401829,402715,403371,405062,406009,407718,409697
0100000US,,United States,310M300US31740,31740,"United States - Manhattan, KS Metro Area","Manhattan, KS Metro Area",92719,92742,93293,95378,99740,99383,99039,99780,98141,98080
0100000US,,United States,310M300US31860,31860,"United States - Mankato-North Mankato, MN Metro Area","Mankato-North Mankato, MN Metro Area",96740,96740,96841,97306,97984,97727,98594,99059,99900,100939
0100000US,,United States,310M300US31900,31900,"United States - Mansfield, OH Metro Area","Mansfield, OH Metro Area",124475,124476,124161,123130,122625,122303,121965,121641,121167,120589
0100000US,,United States,310M300US32580,32580,"United States - McAllen-Edinburg-Mission, TX Metro Area","McAllen-Edinburg-Mission, TX Metro Area",774769,774770,779015,794639,806725,817526,829210,840113,850187,860661
0100000US,,United States,310M300US32780,32780,"United States - Medford, OR Metro Area","Medford, OR Metro Area",203206,203206,203334,204607,205768,207155,209140,211868,214706,217479
0100000US,,United States,310M300US32820,32820,"United States - Memphis, TN-MS-AR Metro Area","Memphis, TN-MS-AR Metro Area",1324829,1324827,1326280,1332338,1340171,1340975,1342422,1343439,1345193,1348260
0100000US,,United States,310M300US32900,32900,"United States - Merced, CA Metro Area","Merced, CA Metro Area",255793,255798,256772,259607,261407,262712,265281,267406,268878,272673
0100000US,,United States,310M300US33100,33100,"United States - Miami-Fort Lauderdale-West Palm Beach, FL Metro Area","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",5564635,5566299,5583888,5696288,5780894,5862992,5943656,6026044,6107433,6158824
0100000US,,United States,314M300US3310022744,3310022744,"United States - Miami-Fort Lauderdale-West Palm Beach, FL Metro Area - Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metro Division","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metro Division",1748066,1748146,1752907,1787691,1816837,1840561,1866837,1891684,1917122,1935878
0100000US,,United States,314M300US3310033124,3310033124,"United States - Miami-Fort Lauderdale-West Palm Beach, FL Metro Area - Miami-Miami Beach-Kendall, FL Metro Division","Miami-Miami Beach-Kendall, FL Metro Division",2496435,2498018,2507228,2571532,2607800,2643934,2674754,2705982,2736543,2751796
0100000US,,United States,314M300US3310048424,3310048424,"United States - Miami-Fort Lauderdale-West Palm Beach, FL Metro Area - West Palm Beach-Boca Raton-Delray Beach, FL Metro Division","West Palm Beach-Boca Raton-Delray Beach, FL Metro Division",1320134,1320135,1323753,1337065,1356257,1378497,1402065,1428378,1453768,1471150
0100000US,,United States,310M300US33140,33140,"United States - Michigan City-La Porte, IN Metro Area","Michigan City-La Porte, IN Metro Area",111467,111467,111458,111309,111290,111414,111717,110825,110208,110029
0100000US,,United States,310M300US33220,33220,"United States - Midland, MI Metro Area","Midland, MI Metro Area",83629,83629,83653,83759,83650,83549,83421,83630,83433,83411
0100000US,,United States,310M300US33260,33260,"United States - Midland, TX Metro Area","Midland, TX Metro Area",141671,141671,141788,145061,152251,157593,162036,167688,169161,170675
0100000US,,United States,310M300US33340,33340,"United States - Milwaukee-Waukesha-West Allis, WI Metro Area","Milwaukee-Waukesha-West Allis, WI Metro Area",1555908,1555954,1556675,1561671,1567759,1571740,1575007,1576376,1576143,1576236
0100000US,,United States,310M300US33460,33460,"United States - Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3348859,3348858,3355196,3388629,3422188,3458299,3493226,3521325,3557276,3600618
0100000US,,United States,310M300US33540,33540,"United States - Missoula, MT Metro Area","Missoula, MT Metro Area",109299,109299,109432,110172,111016,111575,112462,113780,115896,117441
0100000US,,United States,310M300US33660,33660,"United States - Mobile, AL Metro Area","Mobile, AL Metro Area",412992,413143,413320,413232,413737,413929,414314,414588,414852,413955
0100000US,,United States,310M300US33700,33700,"United States - Modesto, CA Metro Area","Modesto, CA Metro Area",514453,514451,515242,518034,521349,524625,529544,535000,541353,547899
0100000US,,United States,310M300US33740,33740,"United States - Monroe, LA Metro Area","Monroe, LA Metro Area",176441,176505,176806,177348,177769,178510,178938,179410,179546,178445
0100000US,,United States,310M300US33780,33780,"United States - Monroe, MI Metro Area","Monroe, MI Metro Area",152021,152021,151924,151453,150737,150057,149796,149369,149223,149649
0100000US,,United States,310M300US33860,33860,"United States - Montgomery, AL Metro Area","Montgomery, AL Metro Area",374536,374541,375128,375497,374695,373835,373222,373097,373475,373903
0100000US,,United States,310M300US34060,34060,"United States - Morgantown, WV Metro Area","Morgantown, WV Metro Area",129709,129709,130340,132329,134378,135566,136871,137745,138482,138709
0100000US,,United States,310M300US34100,34100,"United States - Morristown, TN Metro Area","Morristown, TN Metro Area",113951,114193,114219,114692,114914,115102,115336,116371,116874,118081
0100000US,,United States,310M300US34580,34580,"United States - Mount Vernon-Anacortes, WA Metro Area","Mount Vernon-Anacortes, WA Metro Area",116901,116896,116951,117578,117733,118295,119907,121414,123390,125619
0100000US,,United States,310M300US34620,34620,"United States - Muncie, IN Metro Area","Muncie, IN Metro Area",117671,117669,117647,117844,116950,116764,116448,115811,115483,115184
0100000US,,United States,310M300US34740,34740,"United States - Muskegon, MI Metro Area","Muskegon, MI Metro Area",172188,172188,171898,169975,170087,172196,172171,172373,173102,173693
0100000US,,United States,310M300US34820,34820,"United States - Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",376722,376722,378506,385932,393648,404054,416347,431502,447793,464165
0100000US,,United States,310M300US34900,34900,"United States - Napa, CA Metro Area","Napa, CA Metro Area",136484,136530,136794,137905,138876,139978,140918,141507,141649,140973
0100000US,,United States,310M300US34940,34940,"United States - Naples-Immokalee-Marco Island, FL Metro Area","Naples-Immokalee-Marco Island, FL Metro Area",321520,321520,322601,327667,332556,339483,348216,357194,366095,372880
0100000US,,United States,310M300US34980,34980,"United States - Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1670890,1670883,1675757,1697833,1726698,1757891,1792756,1829513,1868855,1903045
0100000US,,United States,310M300US35100,35100,"United States - New Bern, NC Metro Area","New Bern, NC Metro Area",126802,126812,127421,128185,128430,127206,126852,125564,125281,124864
0100000US,,United States,310M300US35300,35300,"United States - New Haven-Milford, CT Metro Area","New Haven-Milford, CT Metro Area",862477,862462,863618,864725,865335,864558,864073,861594,859973,860435
0100000US,,United States,310M300US35380,35380,"United States - New Orleans-Metairie, LA Metro Area","New Orleans-Metairie, LA Metro Area",1189866,1189859,1195455,1213780,1227902,1241194,1251626,1263526,1271195,1275762
0100000US,,United States,310M300US35620,35620,"United States - New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York-Newark-Jersey City, NY-NJ-PA Metro Area",19567410,19566480,19602914,19763868,19897967,20023110,20125350,20215694,20275179,20320876
0100000US,,United States,314M300US3562020524,3562020524,"United States - New York-Newark-Jersey City, NY-NJ-PA Metro Area - Dutchess County-Putnam County, NY Metro Division","Dutchess County-Putnam County, NY Metro Division",397198,397096,397421,398220,397146,396673,395725,394782,393674,394891
0100000US,,United States,314M300US3562035004,3562035004,"United States - New York-Newark-Jersey City, NY-NJ-PA Metro Area - Nassau County-Suffolk County, NY Metro Division","Nassau County-Suffolk County, NY Metro Division",2832882,2833066,2836592,2847557,2851403,2857517,2861341,2861805,2860191,2862467
0100000US,,United States,314M300US3562035084,3562035084,"United States - New York-Newark-Jersey City, NY-NJ-PA Metro Area - Newark, NJ-PA Metro Division","Newark, NJ-PA Metro Division",2471171,2469793,2473143,2483633,2490992,2501276,2508741,2513800,2520739,2529734
0100000US,,United States,314M300US3562035614,3562035614,"United States - New York-Newark-Jersey City, NY-NJ-PA Metro Area - New York-Jersey City-White Plains, NY-NJ Metro Division","New York-Jersey City-White Plains, NY-NJ Metro Division",13866159,13866525,13895758,14034458,14158426,14267644,14359543,14445307,14500575,14533784
0100000US,,United States,310M300US35660,35660,"United States - Niles-Benton Harbor, MI Metro Area","Niles-Benton Harbor, MI Metro Area",156813,156817,156735,156792,156421,155847,155677,154802,154157,154259
0100000US,,United States,310M300US35840,35840,"United States - North Port-Sarasota-Bradenton, FL Metro Area","North Port-Sarasota-Bradenton, FL Metro Area",702281,702313,703383,709806,720659,732386,748180,768207,788442,804690
0100000US,,United States,310M300US35980,35980,"United States - Norwich-New London, CT Metro Area","Norwich-New London, CT Metro Area",274055,274059,274036,273226,274280,273388,271864,270266,269307,269033
0100000US,,United States,310M300US36100,36100,"United States - Ocala, FL Metro Area","Ocala, FL Metro Area",331298,331301,331344,332307,334004,335274,338368,342757,348139,354353
0100000US,,United States,310M300US36140,36140,"United States - Ocean City, NJ Metro Area","Ocean City, NJ Metro Area",97265,97265,97222,96561,96387,95704,95146,94421,93920,93553
0100000US,,United States,310M300US36220,36220,"United States - Odessa, TX Metro Area","Odessa, TX Metro Area",137130,137136,137079,139611,144455,149651,154566,159835,157580,157087
0100000US,,United States,310M300US36260,36260,"United States - Ogden-Clearfield, UT Metro Area","Ogden-Clearfield, UT Metro Area",597159,597159,599724,605681,612257,621468,630889,640663,652995,665358
0100000US,,United States,310M300US36420,36420,"United States - Oklahoma City, OK Metro Area","Oklahoma City, OK Metro Area",1252987,1252991,1257743,1276130,1297041,1319469,1335736,1356118,1372463,1383737
0100000US,,United States,310M300US36500,36500,"United States - Olympia-Tumwater, WA Metro Area","Olympia-Tumwater, WA Metro Area",252264,252260,252954,256241,258421,261798,264969,268148,273923,280588
0100000US,,United States,310M300US36540,36540,"United States - Omaha-Council Bluffs, NE-IA Metro Area","Omaha-Council Bluffs, NE-IA Metro Area",865350,865356,868050,876667,885500,895082,904241,914305,924003,933316
0100000US,,United States,310M300US36740,36740,"United States - Orlando-Kissimmee-Sanford, FL Metro Area","Orlando-Kissimmee-Sanford, FL Metro Area",2134411,2134399,2139317,2176424,2227414,2272175,2327929,2391028,2453333,2509831
0100000US,,United States,310M300US36780,36780,"United States - Oshkosh-Neenah, WI Metro Area","Oshkosh-Neenah, WI Metro Area",166994,166994,167064,167497,168545,169279,169295,169157,169555,170414
0100000US,,United States,310M300US36980,36980,"United States - Owensboro, KY Metro Area","Owensboro, KY Metro Area",114752,114754,114772,115276,116012,116374,116516,117408,117923,118376
0100000US,,United States,310M300US37100,37100,"United States - Oxnard-Thousand Oaks-Ventura, CA Metro Area","Oxnard-Thousand Oaks-Ventura, CA Metro Area",823318,823391,825298,830990,835143,840175,844749,848925,851096,854223
0100000US,,United States,310M300US37340,37340,"United States - Palm Bay-Melbourne-Titusville, FL Metro Area","Palm Bay-Melbourne-Titusville, FL Metro Area",543376,543378,543976,544439,547293,550754,556277,566822,577899,589162
0100000US,,United States,310M300US37460,37460,"United States - Panama City, FL Metro Area","Panama City, FL Metro Area",184715,184715,185031,185281,187524,190509,194227,197124,199092,199723
0100000US,,United States,310M300US37620,37620,"United States - Parkersburg-Vienna, WV Metro Area","Parkersburg-Vienna, WV Metro Area",92673,92674,92703,92620,92367,92341,92242,92109,91488,90898
0100000US,,United States,310M300US37860,37860,"United States - Pensacola-Ferry Pass-Brent, FL Metro Area","Pensacola-Ferry Pass-Brent, FL Metro Area",448991,448992,450947,455093,461672,467188,470871,475894,481774,487784
0100000US,,United States,310M300US37900,37900,"United States - Peoria, IL Metro Area","Peoria, IL Metro Area",379186,379186,378982,379665,380137,381557,379412,377300,375600,372427
0100000US,,United States,310M300US37980,37980,"United States - Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",5965343,5965693,5971189,5996406,6020821,6035329,6053028,6066589,6077152,6096120
0100000US,,United States,314M300US3798015804,3798015804,"United States - Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area - Camden, NJ Metro Division","Camden, NJ Metro Division",1250679,1250991,1251700,1253271,1253995,1251807,1252382,1251304,1250786,1251521
0100000US,,United States,314M300US3798033874,3798033874,"United States - Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area - Montgomery County-Bucks County-Chester County, PA Metro Division","Montgomery County-Bucks County-Chester County, PA Metro Division",1924009,1924343,1926332,1934657,1940767,1947547,1954617,1959304,1963896,1973709
0100000US,,United States,314M300US3798037964,3798037964,"United States - Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area - Philadelphia, PA Metro Division","Philadelphia, PA Metro Division",2084985,2084705,2087172,2098728,2112726,2119718,2126955,2134212,2138760,2145559
0100000US,,United States,314M300US3798048864,3798048864,"United States - Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area - Wilmington, DE-MD-NJ Metro Division","Wilmington, DE-MD-NJ Metro Division",705670,705654,705985,709750,713333,716257,719074,721769,723710,725331
0100000US,,United States,310M300US38060,38060,"United States - Phoenix-Mesa-Scottsdale, AZ Metro Area","Phoenix-Mesa-Scottsdale, AZ Metro Area",4192887,4193129,4204148,4247852,4321686,4390565,4470712,4558145,4648498,4737270
0100000US,,United States,310M300US38220,38220,"United States - Pine Bluff, AR Metro Area","Pine Bluff, AR Metro Area",100258,100278,100093,99016,97388,95737,94850,93983,92412,90963
0100000US,,United States,310M300US38300,38300,"United States - Pittsburgh, PA Metro Area","Pittsburgh, PA Metro Area",2356285,2356291,2356983,2359626,2360263,2359977,2356699,2349139,2341536,2333367
0100000US,,United States,310M300US38340,38340,"United States - Pittsfield, MA Metro Area","Pittsfield, MA Metro Area",131219,131272,131294,130488,130154,129313,128645,127628,126858,126313
0100000US,,United States,310M300US38540,38540,"United States - Pocatello, ID Metro Area","Pocatello, ID Metro Area",82839,82839,83024,83599,83724,83410,83514,83992,84379,85269
0100000US,,United States,310M300US38860,38860,"United States - Portland-South Portland, ME Metro Area","Portland-South Portland, ME Metro Area",514098,514102,513879,515929,517872,519999,523049,525492,528261,532083
0100000US,,United States,310M300US38900,38900,"United States - Portland-Vancouver-Hillsboro, OR-WA Metro Area","Portland-Vancouver-Hillsboro, OR-WA Metro Area",2226009,2226001,2231876,2258821,2285177,2309289,2342444,2382181,2423102,2453168
0100000US,,United States,310M300US38940,38940,"United States - Port St. Lucie, FL Metro Area","Port St. Lucie, FL Metro Area",424107,424107,425193,428363,432217,436927,443840,453650,464563,473429
0100000US,,United States,310M300US39140,39140,"United States - Prescott, AZ Metro Area","Prescott, AZ Metro Area",211033,211015,210969,210883,211809,214198,217509,220621,224363,228168
0100000US,,United States,310M300US39300,39300,"United States - Providence-Warwick, RI-MA Metro Area","Providence-Warwick, RI-MA Metro Area",1600852,1601210,1602351,1601522,1604011,1605438,1610173,1613155,1615878,1621122
0100000US,,United States,310M300US39340,39340,"United States - Provo-Orem, UT Metro Area","Provo-Orem, UT Metro Area",526810,526885,530238,541171,550071,561895,571320,583583,601478,617675
0100000US,,United States,310M300US39380,39380,"United States - Pueblo, CO Metro Area","Pueblo, CO Metro Area",159063,159063,159463,160171,160735,161070,161419,163043,164834,166475
0100000US,,United States,310M300US39460,39460,"United States - Punta Gorda, FL Metro Area","Punta Gorda, FL Metro Area",159978,159968,159869,159881,162833,164830,168336,172824,178157,182033
0100000US,,United States,310M300US39540,39540,"United States - Racine, WI Metro Area","Racine, WI Metro Area",195408,195428,195406,194931,194645,194753,194908,194763,195010,196071
0100000US,,United States,310M300US39580,39580,"United States - Raleigh, NC Metro Area","Raleigh, NC Metro Area",1130490,1130489,1137393,1163343,1188920,1214464,1242613,1272875,1304896,1335079
0100000US,,United States,310M300US39660,39660,"United States - Rapid City, SD Metro Area","Rapid City, SD Metro Area",134598,134616,135004,136229,138334,140755,142713,143357,144879,146850
0100000US,,United States,310M300US39740,39740,"United States - Reading, PA Metro Area","Reading, PA Metro Area",411442,411538,411989,412857,413522,414011,414642,415261,415732,417854
0100000US,,United States,310M300US39820,39820,"United States - Redding, CA Metro Area","Redding, CA Metro Area",177223,177223,177284,177595,177917,178445,178983,178472,178774,179921
0100000US,,United States,310M300US39900,39900,"United States - Reno, NV Metro Area","Reno, NV Metro Area",425417,425437,425991,428536,432212,436163,441807,448230,456418,464593
0100000US,,United States,310M300US40060,40060,"United States - Richmond, VA Metro Area","Richmond, VA Metro Area",1208101,1208087,1210039,1219241,1233321,1245755,1258597,1270027,1282205,1294204
0100000US,,United States,310M300US40140,40140,"United States - Riverside-San Bernardino-Ontario, CA Metro Area","Riverside-San Bernardino-Ontario, CA Metro Area",4224851,4224965,4243235,4298271,4341405,4378138,4425776,4472874,4523653,4580670
0100000US,,United States,310M300US40220,40220,"United States - Roanoke, VA Metro Area","Roanoke, VA Metro Area",308707,308670,308625,309212,310556,311993,312847,313278,313102,314128
0100000US,,United States,310M300US40340,40340,"United States - Rochester, MN Metro Area","Rochester, MN Metro Area",206877,206877,207194,208450,209562,211560,212654,213829,216096,218280
0100000US,,United States,310M300US40380,40380,"United States - Rochester, NY Metro Area","Rochester, NY Metro Area",1079671,1079691,1080280,1082275,1082782,1083791,1082785,1080385,1078352,1077948
0100000US,,United States,310M300US40420,40420,"United States - Rockford, IL Metro Area","Rockford, IL Metro Area",349431,349431,349194,347701,345803,344671,342412,340725,339650,338291
0100000US,,United States,310M300US40580,40580,"United States - Rocky Mount, NC Metro Area","Rocky Mount, NC Metro Area",152392,152374,152407,151808,150901,149899,149147,147699,147301,146738
0100000US,,United States,310M300US40660,40660,"United States - Rome, GA Metro Area","Rome, GA Metro Area",96317,96316,96428,96221,96000,95921,95959,96243,96620,97613
0100000US,,United States,310M300US40900,40900,"United States - Sacramento--Roseville--Arden-Arcade, CA Metro Area","Sacramento--Roseville--Arden-Arcade, CA Metro Area",2149127,2149144,2153935,2174008,2192724,2213564,2239455,2266892,2295233,2324884
0100000US,,United States,310M300US40980,40980,"United States - Saginaw, MI Metro Area","Saginaw, MI Metro Area",200169,200169,199851,198833,198250,196645,195055,193097,192285,191934
0100000US,,United States,310M300US41060,41060,"United States - St. Cloud, MN Metro Area","St. Cloud, MN Metro Area",189093,189093,189210,190064,190553,191592,192958,194951,196039,197759
0100000US,,United States,310M300US41100,41100,"United States - St. George, UT Metro Area","St. George, UT Metro Area",138115,138115,138393,141276,144216,147077,151179,154731,159237,165662
0100000US,,United States,310M300US41140,41140,"United States - St. Joseph, MO-KS Metro Area","St. Joseph, MO-KS Metro Area",127329,127332,127277,127639,127886,127651,127306,126864,126927,126935
0100000US,,United States,310M300US41180,41180,"United States - St. Louis, MO-IL Metro Area","St. Louis, MO-IL Metro Area",2787701,2787763,2789860,2793774,2796137,2799644,2803901,2807321,2806782,2807338
0100000US,,United States,310M300US41420,41420,"United States - Salem, OR Metro Area","Salem, OR Metro Area",390738,390754,391453,393520,395782,397963,402117,408326,417208,424982
0100000US,,United States,310M300US41500,41500,"United States - Salinas, CA Metro Area","Salinas, CA Metro Area",415057,415052,416475,421162,426094,428382,430416,432774,436363,437907
0100000US,,United States,310M300US41540,41540,"United States - Salisbury, MD-DE Metro Area","Salisbury, MD-DE Metro Area",373802,373764,374823,378331,381524,384965,389391,394393,400025,405853
0100000US,,United States,310M300US41620,41620,"United States - Salt Lake City, UT Metro Area","Salt Lake City, UT Metro Area",1087873,1087808,1091460,1107497,1124277,1141470,1152719,1167013,1185978,1203105
0100000US,,United States,310M300US41660,41660,"United States - San Angelo, TX Metro Area","San Angelo, TX Metro Area",111823,111825,112284,113345,114891,116333,117975,119141,119362,119535
0100000US,,United States,310M300US41700,41700,"United States - San Antonio-New Braunfels, TX Metro Area","San Antonio-New Braunfels, TX Metro Area",2142508,2142516,2152961,2193620,2236395,2279878,2328419,2379054,2426211,2473974
0100000US,,United States,310M300US41740,41740,"United States - San Diego-Carlsbad, CA Metro Area","San Diego-Carlsbad, CA Metro Area",3095313,3095342,3103793,3139767,3179798,3216522,3256875,3290044,3317200,3337685
0100000US,,United States,310M300US41860,41860,"United States - San Francisco-Oakland-Hayward, CA Metro Area","San Francisco-Oakland-Hayward, CA Metro Area",4335391,4335573,4344810,4399218,4463172,4528717,4595964,4657985,4699077,4727357
0100000US,,United States,314M300US4186036084,4186036084,"United States - San Francisco-Oakland-Hayward, CA Metro Area - Oakland-Hayward-Berkeley, CA Metro Division","Oakland-Hayward-Berkeley, CA Metro Division",2559296,2559461,2566201,2598397,2635741,2678246,2722543,2763168,2791881,2810629
0100000US,,United States,314M300US4186041884,4186041884,"United States - San Francisco-Oakland-Hayward, CA Metro Area - San Francisco-Redwood City-South San Francisco, CA Metro Division","San Francisco-Redwood City-South San Francisco, CA Metro Division",1523686,1523693,1525669,1545316,1571050,1591615,1612414,1633099,1645664,1655773
0100000US,,United States,314M300US4186042034,4186042034,"United States - San Francisco-Oakland-Hayward, CA Metro Area - San Rafael, CA Metro Division","San Rafael, CA Metro Division",252409,252419,252940,255505,256381,258856,261007,261718,261532,260955
0100000US,,United States,310M300US41940,41940,"United States - San Jose-Sunnyvale-Santa Clara, CA Metro Area","San Jose-Sunnyvale-Santa Clara, CA Metro Area",1836911,1836940,1842074,1869846,1898569,1928305,1954220,1977584,1990910,1998463
0100000US,,United States,310M300US42020,42020,"United States - San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area","San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",269637,269591,269819,271150,274378,275973,278534,280402,282282,283405
0100000US,,United States,310M300US42100,42100,"United States - Santa Cruz-Watsonville, CA Metro Area","Santa Cruz-Watsonville, CA Metro Area",262382,262366,263216,265103,266794,269395,271529,274299,275196,275897
0100000US,,United States,310M300US42140,42140,"United States - Santa Fe, NM Metro Area","Santa Fe, NM Metro Area",144170,144217,144523,145442,146169,146616,146983,147276,147943,148750
0100000US,,United States,310M300US42200,42200,"United States - Santa Maria-Santa Barbara, CA Metro Area","Santa Maria-Santa Barbara, CA Metro Area",423895,423949,424338,426058,430827,435980,440628,443927,446296,448150
0100000US,,United States,310M300US42220,42220,"United States - Santa Rosa, CA Metro Area","Santa Rosa, CA Metro Area",483878,483870,484827,487822,490740,495007,499563,502096,503833,504217
0100000US,,United States,310M300US42340,42340,"United States - Savannah, GA Metro Area","Savannah, GA Metro Area",347611,347598,348687,355839,362109,365438,371950,378664,383785,387543
0100000US,,United States,310M300US42540,42540,"United States - Scranton--Wilkes-Barre--Hazleton, PA Metro Area","Scranton--Wilkes-Barre--Hazleton, PA Metro Area",563631,563625,563771,563604,563694,561521,560034,557555,555171,555426
0100000US,,United States,310M300US42660,42660,"United States - Seattle-Tacoma-Bellevue, WA Metro Area","Seattle-Tacoma-Bellevue, WA Metro Area",3439809,3439806,3448049,3496870,3552220,3610580,3667189,3728606,3802660,3867046
0100000US,,United States,314M300US4266042644,4266042644,"United States - Seattle-Tacoma-Bellevue, WA Metro Area - Seattle-Bellevue-Everett, WA Metro Division","Seattle-Bellevue-Everett, WA Metro Division",2644584,2644589,2652771,2694042,2741292,2791416,2838370,2887140,2942908,2990282
0100000US,,United States,314M300US4266045104,4266045104,"United States - Seattle-Tacoma-Bellevue, WA Metro Area - Tacoma-Lakewood, WA Metro Division","Tacoma-Lakewood, WA Metro Division",795225,795217,795278,802828,810928,819164,828819,841466,859752,876764
0100000US,,United States,310M300US42680,42680,"United States - Sebastian-Vero Beach, FL Metro Area","Sebastian-Vero Beach, FL Metro Area",138028,138028,138275,139086,140499,141942,144571,147629,151382,154383
0100000US,,United States,310M300US42700,42700,"United States - Sebring, FL Metro Area","Sebring, FL Metro Area",98786,98786,98635,98451,98205,98071,98482,99891,101558,102883
0100000US,,United States,310M300US43100,43100,"United States - Sheboygan, WI Metro Area","Sheboygan, WI Metro Area",115507,115510,115517,115218,114794,114720,115017,115261,115127,115344
0100000US,,United States,310M300US43300,43300,"United States - Sherman-Denison, TX Metro Area","Sherman-Denison, TX Metro Area",120877,120881,121034,121372,121750,122295,123540,125549,128206,131140
0100000US,,United States,310M300US43340,43340,"United States - Shreveport-Bossier City, LA Metro Area","Shreveport-Bossier City, LA Metro Area",439811,439811,441148,445027,448421,446977,445070,444486,442403,440933
0100000US,,United States,310M300US43420,43420,"United States - Sierra Vista-Douglas, AZ Metro Area","Sierra Vista-Douglas, AZ Metro Area",131346,131356,131782,132952,131826,129332,127054,126084,125355,124756
0100000US,,United States,310M300US43580,43580,"United States - Sioux City, IA-NE-SD Metro Area","Sioux City, IA-NE-SD Metro Area",168563,168563,168834,168892,168544,168481,168452,168634,169049,168618
0100000US,,United States,310M300US43620,43620,"United States - Sioux Falls, SD Metro Area","Sioux Falls, SD Metro Area",228261,228260,229123,232305,236948,242227,246657,250469,254372,259094
0100000US,,United States,310M300US43780,43780,"United States - South Bend-Mishawaka, IN-MI Metro Area","South Bend-Mishawaka, IN-MI Metro Area",319224,319215,319022,318854,318160,318498,319267,319651,320822,321815
0100000US,,United States,310M300US43900,43900,"United States - Spartanburg, SC Metro Area","Spartanburg, SC Metro Area",313268,313269,313673,314862,316589,318651,321197,324532,328751,334391
0100000US,,United States,310M300US44060,44060,"United States - Spokane-Spokane Valley, WA Metro Area","Spokane-Spokane Valley, WA Metro Area",527753,527753,528416,529674,531837,534546,539319,545559,554777,564236
0100000US,,United States,310M300US44100,44100,"United States - Springfield, IL Metro Area","Springfield, IL Metro Area",210170,210170,210460,211666,212010,211585,211487,210990,209990,208697
0100000US,,United States,310M300US44140,44140,"United States - Springfield, MA Metro Area","Springfield, MA Metro Area",621570,621703,623455,626157,627115,628437,630479,630696,630661,631652
0100000US,,United States,310M300US44180,44180,"United States - Springfield, MO Metro Area","Springfield, MO Metro Area",436712,436711,437283,440209,444188,448360,451556,455484,457897,462369
0100000US,,United States,310M300US44220,44220,"United States - Springfield, OH Metro Area","Springfield, OH Metro Area",138333,138347,138265,137754,137115,136567,136233,135624,134621,134557
0100000US,,United States,310M300US44300,44300,"United States - State College, PA Metro Area","State College, PA Metro Area",153990,154030,154280,155039,155909,158298,159637,160553,162083,162660
0100000US,,United States,310M300US44420,44420,"United States - Staunton-Waynesboro, VA Metro Area","Staunton-Waynesboro, VA Metro Area",118502,118496,118318,118775,118452,119137,119454,119995,120833,121999
